Institution,main_office,branch_name,branch_number,established_date,street_address,City,County,State,Zipcode,2010_Deposits,2011_Deposits,2012_Deposits,2013_Deposits,2014_Deposits,2015_Deposits,2016_Deposits,row_num
JPM Chase Bank,0,Norman Drive-Up Branch,3264,1971-06-10,320 East Comanche Street,Norman,Cleveland,OK,73069,0,0,0,0,0,0,0,1
JPM Chase Bank,0,Norman Main Branch,3263,1900-01-01,116 South Peters Avenue,Norman,Cleveland,OK,73069,35731,35753,40803,42553,45875,48025,49546,1
JPM Chase Bank,0,North Bank Branch,3154,1979-05-03,"210 North Grand Avenue, West",Springfield,Sangamon,IL,62702,25595,27099,29281,33472,32848,34141,36285,1
JPM Chase Bank,0,North Bellmore Branch,198,1956-10-20,1542 Bellmore Avenue,North Bellmore,Nassau,NY,11710,118453,120413,120700,129811,140842,145634,160506,1
JPM Chase Bank,0,North Broadway Branch,594,1972-06-19,984 North Broadway,Yonkers,Westchester,NY,10701,57326,59339,64696,70969,69778,72797,78674,1
JPM Chase Bank,0,North Canton Branch,1637,1960-12-01,219 North Main Street,North Canton,Stark,OH,44720,57697,66866,75202,82669,93079,103063,117861,1
JPM Chase Bank,0,North Center Road Branch,2845,1993-09-07,3480 North Center Road,Saginaw,Saginaw,MI,48603,27821,30590,37603,40982,49809,58588,64502,1
JPM Chase Bank,0,North College Hill Branch,1714,1988-11-30,1535 1/2 West Galbraith Road,Cincinnati,Hamilton,OH,45231,15567,15908,19528,21110,21638,22724,29132,1
JPM Chase Bank,0,North Cooper Branch,2299,1979-03-22,755 Lamar Boulevard West,Arlington,Tarrant,TX,76012,90875,97327,107172,118012,122700,121713,138373,1
JPM Chase Bank,0,North Corydon Branch,3227,1922-03-07,219 North Capitol Avenue,Corydon,Harrison,IN,47112,17622,18263,20819,22118,24424,25859,28446,1
JPM Chase Bank,0,North Corydon Branch,3229,1978-11-15,1881 Old Highway 135 NW,Corydon,Harrison,IN,47112,40636,38964,38377,39486,41734,41036,38868,1
JPM Chase Bank,0,North Court Branch,2174,1973-10-19,234 North Court Street,Opelousas,St. Landry,LA,70570,69794,66731,68254,67968,71420,71270,74526,1
JPM Chase Bank,0,North Evanston Facility Branch,2021,1980-07-07,1900 Central Road,Evanston,Cook,IL,60201,98522,110254,134126,156128,166573,177464,188964,1
JPM Chase Bank,0,North Fourth Street Drive-In Branch,1825,1972-12-01,238-240 North Fourth Street,Steubenville,Jefferson,OH,43952,0,0,0,0,0,0,0,1
JPM Chase Bank,0,North Freeway Branch,1339,1970-07-17,9130 North Freeway,Houston,Harris,TX,77037,145021,157167,164972,167637,180529,204245,196090,1
JPM Chase Bank,0,North Garland Drive-Up Branch,2227,1959-04-20,5225 North Garland Avenue,Garland,Dallas,TX,75040,32410,35205,38760,45656,48499,55547,65335,1
JPM Chase Bank,0,North Harrison Branch,3228,1975-01-23,1610 Ne Highways 64,New Salisbury,Harrison,IN,47161,21341,20913,23729,24242,23544,24671,26033,1
JPM Chase Bank,0,North Hartsdale Branch,4,1966-02-19,353 North Central Avenue,Hartsdale,Westchester,NY,10530,87110,88367,93163,109659,111985,116772,140233,1
JPM Chase Bank,0,North Loop Branch,2329,1954-05-22,1421 North Loop West,Houston,Harris,TX,77008,94398,102575,102742,112741,117685,123842,128705,1
JPM Chase Bank,0,North Massapequa Branch,212,1957-10-26,1090 Hicksville Road,North Massapequa,Nassau,NY,11758,231524,241475,258925,266756,260254,277246,295880,1
JPM Chase Bank,0,North May and 122nd Branch,3267,1985-12-03,12324 North May Avenue,Oklahoma City,Oklahoma,OK,73120,44872,44033,49606,55132,55495,56877,65066,1
JPM Chase Bank,0,North Meridian Street Branch,2933,1956-10-12,2829 North Meridian Street,Indianapolis,Marion,IN,46208,26830,26928,28620,27550,27361,26741,56986,1
JPM Chase Bank,0,North Newark Branch,1556,1961-10-02,1212 North 21st Street,Newark,Licking,OH,43055,34656,35894,35595,36296,39287,42724,45327,1
JPM Chase Bank,0,North Patchogue Branch,222,1968-03-28,472 Medford Avenue,North Patchogue,Suffolk,NY,11772,84085,84929,87575,90701,93801,93201,105594,1
JPM Chase Bank,0,North Port Branch,2855,1968-03-29,8737 North Port Washington Road,Fox Point,Milwaukee,WI,53217,130905,141437,151783,188075,132480,141854,153157,1
JPM Chase Bank,0,North Richardson Branch,2359,1980-07-25,780 East Campbell Road,Richardson,Dallas,TX,75081,109598,135281,140159,157951,176287,193060,223383,1
JPM Chase Bank,0,North Sherwood Branch,2061,1965-06-29,11311 Florida Boulevard,Baton Rouge,East Baton Rouge,LA,70815,48037,48964,52042,53153,56988,58620,62144,1
JPM Chase Bank,0,North Shore Towers Branch,368,1982-07-27,27258 Grand Central Parkway,Floral Park,Queens,NY,11005,110305,108121,111895,113204,112600,115365,122485,1
JPM Chase Bank,0,North Shreveport Branch,2050,1969-11-07,150 Freestate Boulevard,Shreveport,Caddo,LA,71107,41654,40668,43541,44352,51461,50451,51430,1
JPM Chase Bank,0,North Side Dayton Branch,1750,1949-05-09,1351 N Keowee Street,Dayton,Montgomery,OH,45404,17103,16042,16127,15695,16525,19496,20379,1
JPM Chase Bank,0,North Sidney Branch,1727,1966-08-08,1019 Wapakoneta Ave.,Sidney,Shelby,OH,45365,1405,1347,1280,2263,2682,2028,2010,1
JPM Chase Bank,0,North West Street Branch,1732,1961-07-27,1045 North West Street,Lima,Allen,OH,45801,18811,20284,21865,24043,24028,23971,25386,1
JPM Chase Bank,0,North White Plains Branch,988,1961-10-10,566 North Broadway,White Plains,Westchester,NY,10603,135042,138773,148868,158419,155928,177778,197210,1
JPM Chase Bank,0,North Woods Branch,3322,2002-09-30,"1734 N Loop 1604 E, Ste 100",San Antonio,Bexar,TX,78232,16087,15399,16366,17116,19826,20129,22978,1
JPM Chase Bank,0,Northbrook Dundee Branch,1872,1934-06-01,2801 Dundee,Northbrook,Cook,IL,60062,148628,157027,197009,191659,201158,209577,229077,1
JPM Chase Bank,0,Northcross Branch,2342,1959-08-27,7600 Burnet Road,Austin,Travis,TX,78757,176371,177451,190746,210620,223609,227036,239005,1
JPM Chase Bank,0,Northeast Branch,1369,1976-06-09,8799 North Loop East,Houston,Harris,TX,77029,36823,35387,37538,42220,44040,46965,50457,1
JPM Chase Bank,0,Northeast Branch,3096,1992-11-02,3300 Colorado Boulevard,Denver,Denver,CO,80205,14613,14763,18919,26471,29339,34661,40978,1
JPM Chase Bank,0,Northern and 35th Avenue Branch,2503,1980-03-31,8001 North 35th Avenue,Phoenix,Maricopa,AZ,85051,87810,93091,93852,96805,99752,102542,106219,1
JPM Chase Bank,0,Northern And19th Avenue Branch,2473,1973-05-07,7801 North 19th Avenue,Phoenix,Maricopa,AZ,85021,73938,69413,78246,73004,80563,86993,93695,1
JPM Chase Bank,0,Northern Lights Branch,1523,1958-06-09,3233 Cleveland Avenue,Columbus,Franklin,OH,43224,36643,38103,39137,39516,39855,42994,47216,1
JPM Chase Bank,0,Northfield Branch,1958,1969-11-21,400 Central Avenue,Northfield,Cook,IL,60093,134783,147558,158826,182938,210235,211281,223336,1
JPM Chase Bank,0,Northgate Branch,1433,1959-12-14,5209 Wren Avenue,El Paso,El Paso,TX,79924,75966,75825,107759,96518,121932,113286,98959,1
JPM Chase Bank,0,Northland and Ballard Branch,2900,1990-07-01,2120 East Northland Avenue,Appleton,Outagamie,WI,54911,23795,24703,25858,30442,34355,37127,42567,1
JPM Chase Bank,0,Northland Branch,3240,1958-02-04,1205 North Broadway,Lexington,Fayette,KY,40505,36310,35281,35846,36282,36809,37287,38320,1
JPM Chase Bank,0,Northland Drive Branch,2809,1967-12-18,"5380 Northland Drive, N.E.",Grand Rapids,Kent,MI,49525,33118,32953,33625,38298,38060,40147,46741,1
JPM Chase Bank,0,Northline Allen Branch,2719,1968-04-26,20650 Northline Road,Taylor,Wayne,MI,48180,39224,41532,44285,45306,49896,57799,60218,1
JPM Chase Bank,0,Northport Main St Branch,200,1952-12-23,54 Main Street,Northport,Suffolk,NY,11768,114464,124469,123740,130417,146551,148851,161857,1
JPM Chase Bank,0,Northport Village Drive-In Branch,1272,1997-07-01,163 Main Street,Northport,Suffolk,NY,11768,0,0,0,0,0,0,0,1
JPM Chase Bank,0,Northside Branch,2038,1963-07-15,1900 North 18th Street,Monroe,Ouachita,LA,71201,51119,51556,54051,70152,68557,71077,85237,1
JPM Chase Bank,0,Northside Branch,3043,1958-05-02,4204 Calumet Avenue,Hammond,Lake,IN,46320,38639,41544,44298,50287,56113,57096,59998,1
JPM Chase Bank,0,Northside Lake Charles Branch,2184,1951-09-19,1001 North Highway 171,Lake Charles,Calcasieu,LA,70601,16771,16018,15561,17266,21339,21258,19809,1
JPM Chase Bank,0,Northwest Motorbank Branch,2365,1979-04-16,13752 Research Boulevard,Austin,Williamson,TX,78750,0,0,0,0,0,0,0,1
JPM Chase Bank,0,Northwest Plaza Branch,3056,1956-03-04,1635 W Mcgalliard Rd,Muncie,Delaware,IN,47304,20583,22208,25766,31051,31283,106428,108562,1
JPM Chase Bank,0,Northwestern - Twelve Mile Branch,2668,1957-09-16,28660 Northwestern Highway,Southfield,Oakland,MI,48034,128048,141640,163175,164834,162841,181653,198845,1
JPM Chase Bank,0,Northwood Branch,3068,1975-07-01,6225 Stellhorn Road,Fort Wayne,Allen,IN,46815,54574,55081,62259,68735,69365,75441,80109,1
JPM Chase Bank,0,Norton Branch,1613,1972-12-28,4169 South Cleveland-Massillon Road,Norton,Summit,OH,44203,43107,45156,48489,51484,54397,55069,56661,1
JPM Chase Bank,0,Novi Branch,2659,1956-05-28,43100 Grand River Avenue,Novi,Oakland,MI,48375,137078,145409,165753,181205,202553,216597,259478,1
JPM Chase Bank,0,NW Expressway and Portland Branch,3277,1977-02-10,6303 N. Portland Avenue,Oklahoma City,Oklahoma,OK,73112,82978,75579,81320,87954,93578,105880,134801,1
JPM Chase Bank,0,Ny Presbyterian Branch,1124,1993-08-30,180 Fort Washington Avenue,New York City,New York,NY,10032,180500,171105,187839,202911,212026,220284,241520,1
JPM Chase Bank,0,O'neal Lane Branch,2074,1980-03-31,1312 O'neal Lane,Baton Rouge,East Baton Rouge,LA,70816,21312,22450,23213,25866,25600,27317,31568,1
JPM Chase Bank,0,Oak Brook Branch,1864,1934-05-01,2122 West 22nd Street,Oak Brook,DuPage,IL,60523,210585,226856,256402,271868,292037,341604,371841,1
JPM Chase Bank,0,Oak Cliff Branch,2282,1925-01-01,3929 South Polk Street At Highway 67,Dallas,Dallas,TX,75224,24551,25821,27400,28937,30977,31786,53938,1
JPM Chase Bank,0,Oak Creek Branch,2927,1999-07-26,7980 South Howell Avenue,Oak Creek,Milwaukee,WI,53154,95118,100172,107768,118198,123646,130427,137565,1
JPM Chase Bank,0,Oak Forest Team Branch,2330,1983-09-01,4320 Ella Boulevard,Houston,Harris,TX,77018,58729,59226,61139,64145,68454,68651,67479,1
JPM Chase Bank,0,Oak Hill Branch,1801,1905-01-01,215 Main Street,Oak Hill,Fayette,WV,25901,59737,55785,55873,53842,54253,54895,54101,1
JPM Chase Bank,0,Oak Lawn Branch,1870,1934-05-01,10440 South Cicero Avenue,Oak Lawn,Cook,IL,60453,112522,117975,129125,142040,152912,176723,193882,1
JPM Chase Bank,0,Oak Park Branch,1421,1987-03-16,1020 N.E. Loop 410,San Antonio,Bexar,TX,78209,94469,90841,99993,97627,102321,115757,118465,1
JPM Chase Bank,0,Oak Park Branch,1889,1892-03-01,1048 Lake St,Oak Park,Cook,IL,60301,352209,360500,392624,419080,430665,460158,498009,1
JPM Chase Bank,0,Oak Park-Madison Drive-Up Branch,1890,1976-12-01,933 Madison Street,Oak Park,Cook,IL,60304,0,0,0,0,0,0,0,1
JPM Chase Bank,0,Oak Park/Madison Branch,1868,1934-05-01,800 West Madison,Oak Park,Cook,IL,60302,80396,87056,97997,107596,114935,122366,137466,1
JPM Chase Bank,0,Oakleaf Village Branch,1835,2003-07-01,5500 Karl Road,Columbus,Franklin,OH,43229,0,0,0,0,0,0,0,1
JPM Chase Bank,0,Oceanside Branch,127,1956-06-23,3285 Long Beach Road,Oceanside,Nassau,NY,11572,186475,192357,211930,225057,220445,223883,292667,1
JPM Chase Bank,0,Oconomowoc Branch,2874,1932-06-02,138 East Wisconsin Avenue,Oconomowoc,Waukesha,WI,53066,48467,48696,54702,56942,55845,58260,62909,1
JPM Chase Bank,0,Odessa Branch,2267,1945-04-21,3800 East 42nd Street,Odessa,Ector,TX,79762,219678,256353,281361,380451,410296,336633,279153,1
JPM Chase Bank,0,Odessa Westside Branch,3191,2003-04-02,1607 North County Road West,Odessa,Ector,TX,79763,22097,25706,32063,37062,41898,46506,45902,1
JPM Chase Bank,0,Ogden Branch,2605,1975-03-10,2910 Washington Boulevard,Ogden,Weber,UT,84401,39966,36451,51701,51961,54739,62365,71453,1
JPM Chase Bank,0,Oil Center Branch,2097,1956-09-04,800 Pinhook Road,Lafayette,Lafayette,LA,70503,62005,63045,71151,78369,87132,97613,99864,1
JPM Chase Bank,0,Okemos Branch,2738,1988-02-20,1749 West Grand River Avenue,Okemos,Ingham,MI,48864,38817,45424,47855,55217,59778,71848,75799,1
JPM Chase Bank,0,Okolona Branch,3213,1968-02-05,7923 Preston Highway,Louisville,Jefferson,KY,40219,33473,35457,38500,39072,40009,39374,41381,1
JPM Chase Bank,0,Old Metairie Branch,2160,1992-01-21,1415 Metairie Road,Metairie,Jefferson,LA,70005,106922,108258,118113,119142,130409,137831,141793,1
JPM Chase Bank,0,Old Minden Rd Branch,2124,1973-03-15,1935 Airline Drive,Bossier City,Bossier,LA,71112,93962,102863,116635,116263,116982,118585,117349,1
JPM Chase Bank,0,Olive and 43rd Avenue Branch,2474,1973-06-11,9208 North 43rd Avenue,Glendale,Maricopa,AZ,85302,75807,79351,82122,83386,83729,86985,108549,1
JPM Chase Bank,0,Olympus Branch,2589,1957-11-12,2855 East 3300 South,Salt Lake City,Salt Lake,UT,84109,52073,51701,56765,61350,59971,101698,111869,1
JPM Chase Bank,0,One Utah Branch,2595,1972-01-17,201 South Main Street,Salt Lake City,Salt Lake,UT,84111,723280,4549988,1605319,1961286,1507356,9078323,9138734,1
JPM Chase Bank,0,Oneida Branch,1045,1958-02-03,150 West Main Street,Oneida,Madison,NY,13421,22337,22603,22498,23594,25453,31362,32174,1
JPM Chase Bank,0,Opdyke Walton Branch,2707,1964-05-25,2450 North Opdyke Road,Auburn Hills,Oakland,MI,48326,58904,66774,75251,83354,89535,95517,106196,1
JPM Chase Bank,0,Oradell Branch,1191,1995-03-10,417 Kinderkamack Road,Oradell,Bergen,NJ,7649,146496,143628,154301,156983,151251,156965,176232,1
JPM Chase Bank,0,Orange Banking Center Branch,2400,2001-05-07,3109 16th Street,Orange,Orange,TX,77630,50100,45869,44663,44165,42853,43375,43912,1
JPM Chase Bank,0,Orchard Lake-Maple Road Branch,2696,1980-08-11,6920 Orchard Lake Road,West Bloomfield,Oakland,MI,48322,159729,177129,189592,202082,229289,248475,296561,1
JPM Chase Bank,0,Orchard Lake-Pontiac Trail Branch,2660,1964-05-08,4150 Orchard Lake Road,Orchard Lake,Oakland,MI,48323,89921,99042,116133,138079,148401,158801,178958,1
JPM Chase Bank,0,Orem Banking Branch,3183,2002-12-09,1115 South 800 East,Orem,Utah,UT,84097,73840,110056,137898,160487,183406,204341,221048,1
JPM Chase Bank,0,Orland Park Lagrange Branch,1878,1887-01-01,15100 South LA Grange Road,Orland Park,Cook,IL,60462,292014,304692,334381,359323,369214,404968,440897,1
JPM Chase Bank,0,Ormond Branch,2149,1988-07-25,12515 Airline Highway,Destrehan,St. Charles,LA,70047,54821,57000,60870,67054,68522,78383,86189,1
JPM Chase Bank,0,Oro Valley Frys Branch,2540,1937-05-14,10661 North Oracle Road,Oro Valley,Pima,AZ,85737,15337,15960,16158,19090,20429,20790,23600,1
JPM Chase Bank,0,Orrington Branch,1945,1873-01-01,1603 Orrington Avenue,Evanston,Cook,IL,60201,338816,335577,376121,404751,456169,504324,536932,1
JPM Chase Bank,0,Ortonville Branch,2764,1959-01-02,761 South Ortonville Road,Ortonville,Oakland,MI,48462,41085,43469,45114,48495,52266,59301,65303,1
JPM Chase Bank,0,Oshkosh Main Branch,2883,1933-01-01,300 North Main Street,Oshkosh,Winnebago,WI,54901,43650,43171,45133,48321,49082,50828,51461,1
JPM Chase Bank,0,Oshkosh West Branch,2884,1974-05-13,2280 Wisconsin State Road 44,Oshkosh,Winnebago,WI,54903,20742,21347,21619,23389,24712,27404,29424,1
JPM Chase Bank,0,Oswego Branch,1046,1964-04-06,204 West First Street,Oswego,Oswego,NY,13126,38414,39124,38510,44859,47254,51007,51837,1
JPM Chase Bank,0,Otterbein Branch,1738,1991-09-23,100 Red Oak Drive,Cridersville,Auglaize,OH,45806,0,0,0,0,0,0,0,1
JPM Chase Bank,0,Owensboro Main Branch,3217,1935-05-16,200 East Third Street,Owensboro,Daviess,KY,42303,28437,27918,32121,30403,32347,31695,28914,1
JPM Chase Bank,0,Oxford High Street Branch,1717,1906-01-01,20 West High Street,Oxford,Butler,OH,45056,32175,34889,40082,46735,55819,62853,79309,1
JPM Chase Bank,0,Oxford Lapeer Branch,2712,1974-08-12,990 South Lapeer Road,Oxford,Oakland,MI,48371,59151,64522,71768,78484,85905,97589,100653,1
JPM Chase Bank,0,Ozone Park Branch,825,1800-01-01,96-19 101st Avenue,Ozone Park,Queens,NY,11416,115238,122692,126056,144284,150878,152379,162842,1
JPM Chase Bank,0,Packard Branch,2730,1954-12-01,1501 East Stadium Boulevard,Ann Arbor,Washtenaw,MI,48104,73159,78839,89524,94522,110665,119993,134589,1
JPM Chase Bank,0,Painesville Square Branch,1584,1984-01-01,30 South Park Place,Painesville,Lake,OH,44077,68848,74147,76745,78434,85302,87822,102907,1
JPM Chase Bank,0,Painesville West Branch,1579,1968-01-19,1655 Mentor Avenue,Painesville,Lake,OH,44077,26153,24745,28514,32790,32978,34586,38906,1
JPM Chase Bank,0,Palatine Branch,1888,1990-05-29,1131 East Dundee Road,Palatine,Cook,IL,60074,130930,140081,153473,166596,201052,222804,238178,1
JPM Chase Bank,0,Palisades Park Branch,1232,1993-10-25,460 Bergen Boulevard,Palisades Park,Bergen,NJ,7650,121425,129690,142918,170686,184860,194725,218609,1
JPM Chase Bank,0,Palm Beach Gardens Branch,2409,1991-09-09,3399 Pga Boulevard Suite 100,Palm Beach Gardens,Palm Beach,FL,33410,125170,107232,123338,147042,193346,228854,158619,1
JPM Chase Bank,0,Palomar Branch,3247,1990-09-10,3645 Harrodsburg Road,Lexington,Fayette,KY,40513,99200,107398,119826,129002,143910,152350,162568,1
JPM Chase Bank,0,Panther Creek Branch,1372,1990-07-24,4755 West Panther Creek Drive,The Woodlands,Montgomery,TX,77381,142338,149819,168096,219618,210407,216720,222396,1
JPM Chase Bank,0,Paradise Branch,2853,1988-04-18,600 West Paradise Drive,West Bend,Washington,WI,53095,18594,21532,27551,30829,33582,35841,42020,1
JPM Chase Bank,0,Paramus - Private Banking Branch,1247,1997-09-01,36 Midland Avenue East,Paramus,Bergen,NJ,7652,0,0,0,0,0,0,0,1
JPM Chase Bank,0,Parc Fontaine Branch,2131,1963-12-02,4400 General De Gaulle Drive,New Orleans,Orleans,LA,70131,120142,128989,121221,130237,133572,142633,149999,1
JPM Chase Bank,0,Park Avenue and 55th St Branch,782,1959-10-14,410 Park Avenue,New York City,New York,NY,10022,971550,1005780,1008528,1012473,1065766,1070136,1107854,1
JPM Chase Bank,0,Park Central Motor Bank Branch,1390,1979-01-02,12741 Merit Drive,Dallas,Dallas,TX,75251,0,0,0,0,0,0,0,1
JPM Chase Bank,0,Park City Branch,2607,1973-10-23,1650 Park Avenue,Park City,Summit,UT,84060,71573,82162,90998,104650,138646,129545,152838,1
JPM Chase Bank,0,Park Forest Branch,1965,1883-01-01,202 Forest Boulevard,Park Forest,Cook,IL,60466,35616,34642,38019,45988,46301,49445,54245,1
JPM Chase Bank,0,Park Forest Branch,2293,1919-01-01,11770 Marsh Lane,Dallas,Dallas,TX,75229,108845,115401,120982,134426,141073,164577,253680,1
JPM Chase Bank,0,Park Ridge Facility Branch,1962,1988-01-01,1 South N.W. Highway,Park Ridge,Cook,IL,60068,547669,556115,631600,666009,881141,990656,1028367,1
JPM Chase Bank,0,Park Slope Branch,502,1928-12-10,127 Seventh Avenue,Brooklyn,Kings,NY,11215,237639,247785,278493,318071,336599,360810,426675,1
JPM Chase Bank,0,Parkchester Branch,767,1940-08-12,11 Hugh J. Grant Circle,Bronx,Bronx,NY,10462,76758,76405,77605,83873,85878,97717,103621,1
JPM Chase Bank,0,Parkdale Branch,2374,1973-09-04,6025 Eastex Freeway,Beaumont,Jefferson,TX,77706,89563,104006,107137,113546,108882,117686,117289,1
JPM Chase Bank,0,Parker and Tollway Branch,1456,1996-09-03,5976 West Parker Road,Plano,Collin,TX,75093,103992,112929,141595,166231,183299,228290,249026,1
JPM Chase Bank,0,Parker Branch,2501,1980-02-04,401 Riverside Drive,Parker,La Paz,AZ,85344,34837,34858,34442,36989,41477,45442,46836,1
JPM Chase Bank,0,Parkside Branch,1690,1990-02-26,3000 North Wooster Avenue,Dover,Tuscarawas,OH,44622,15344,17259,18399,19579,19911,21250,24165,1
JPM Chase Bank,0,Parmer and Metric Branch,2412,2001-10-01,1700 West Parmer Lane,Austin,Travis,TX,78727,48408,55202,61163,78571,86068,97801,114050,1
JPM Chase Bank,0,Parsippany Road Branch,1206,1967-01-30,100 Parsippany Road,Parsippany,Morris,NJ,7054,142325,149683,157221,167660,190290,183304,213111,1
JPM Chase Bank,0,Pasadena East Southmore Branch,2262,1919-07-09,1102 East Southmore Avenue,Pasadena,Harris,TX,77502,199440,196186,194654,203816,199295,203287,209505,1
JPM Chase Bank,0,Pasadena East Southmore Drive-Up Branch,2263,1969-11-01,1414 Jeff Ginn Memorial Drive,Pasadena,Harris,TX,77506,0,0,0,0,0,0,0,1
JPM Chase Bank,0,Pasadena South Branch,1349,1979-04-02,3930 Burke Rd,Pasadena,Harris,TX,77504,100438,98113,98338,102693,106745,108375,112745,1
JPM Chase Bank,0,Pataskala Branch,1555,1964-07-13,84 West Broad Street,Pataskala,Licking,OH,43062,36382,37829,42457,46681,48774,50209,55947,1
JPM Chase Bank,0,Patterson Market Branch,1215,1972-05-20,148 Market Street,Paterson,Passaic,NJ,7505,33138,31368,39743,41614,44458,49409,55582,1
JPM Chase Bank,0,Patterson Trailer Branch,1309,1998-09-15,3112 Ny Route 22,Patterson,Putnam,NY,12563,31544,31979,40963,42023,44952,45442,51034,1
